"","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","ocean_proximity","income_cat"
"17973",-121.95,37.32,20,1145,198,431,173,3.1103,281900,"<1H OCEAN",3
"17976",-121.96,37.31,31,3890,711,1898,717,5.2534,290900,"<1H OCEAN",4
"17994",-121.95,37.28,19,7027,1847,3759,1753,3.1509,242900,"<1H OCEAN",3
"17998",-121.96,37.28,33,1940,327,877,314,5.4386,280400,"<1H OCEAN",4
"18001",-121.98,37.28,26,1182,309,620,306,3.3922,269100,"<1H OCEAN",3
"18004",-121.99,37.27,27,2937,497,1454,511,5.4051,273500,"<1H OCEAN",4
"18010",-121.97,37.29,29,2721,682,1602,646,3.337,265300,"<1H OCEAN",3
"18014",-121.96,37.28,28,5018,1066,2846,998,4.0174,273900,"<1H OCEAN",3
"18024",-121.95,37.25,34,2906,544,1282,522,5.5127,268200,"<1H OCEAN",4
"18035",-121.93,37.24,26,2574,414,1096,428,6.0738,335900,"<1H OCEAN",5
"18039",-121.93,37.22,21,4872,594,1811,560,9.3834,500001,"<1H OCEAN",5
"18041",-121.97,37.23,22,2781,523,1291,516,4.6065,445900,"<1H OCEAN",4
"18044",-121.95,37.21,20,2345,322,890,276,10.0187,500001,"<1H OCEAN",5
"18045",-121.97,37.24,35,2553,533,1117,498,4.4063,436100,"<1H OCEAN",3
"18048",-121.96,37.25,19,1858,359,790,347,4.5156,339300,"<1H OCEAN",4
"18057",-121.98,37.24,35,3574,485,1325,476,8.5425,500001,"<1H OCEAN",5
"18065",-122.03,37.25,34,2892,413,903,365,7.8711,500001,"<1H OCEAN",5
"18067",-122.02,37.24,28,2796,365,1085,363,10.6834,500001,"<1H OCEAN",5
"18069",-122.02,37.29,18,2550,312,999,320,8.7939,500001,"<1H OCEAN",5
"18070",-122.02,37.29,25,3845,492,1461,475,10.3979,500001,"<1H OCEAN",5
"18072",-122.01,37.28,22,2038,260,773,281,9.1569,500001,"<1H OCEAN",5
"18076",-122.03,37.27,32,4350,645,1551,609,7.8279,500001,"<1H OCEAN",5
"18078",-122.02,37.28,25,3437,428,1198,411,9.3464,500001,"<1H OCEAN",5
"18084",-122.06,37.33,29,1945,269,826,275,8.248,498800,"<1H OCEAN",5
"18093",-122.08,37.31,17,2560,396,959,400,7.8528,368900,"<1H OCEAN",5
"18096",-122.05,37.33,21,2052,346,933,351,5.3167,416300,"<1H OCEAN",4
"18098",-122.05,37.33,17,3674,824,1364,694,6.3131,436400,"<1H OCEAN",5
"18099",-122.04,37.33,22,4011,963,2206,879,4.5721,351200,"<1H OCEAN",4
"18104",-122.04,37.3,25,2366,417,1076,398,6.9238,345900,"<1H OCEAN",5
"18105",-122.03,37.31,25,2131,410,1132,395,5.3508,409100,"<1H OCEAN",4
"18112",-122.03,37.3,30,3007,554,1551,616,5.8521,326300,"<1H OCEAN",4
"18127",-122.03,37.34,16,1755,410,674,410,5.1602,231200,"<1H OCEAN",4
"18130",-122.02,37.35,26,2785,418,1221,422,8.1078,365700,"<1H OCEAN",5
"18138",-122,37.34,27,1716,290,817,301,5.9158,343100,"<1H OCEAN",4
"18141",-122.05,37.35,34,2494,375,1399,382,7.3753,388100,"<1H OCEAN",5
"18143",-122.05,37.34,31,1443,215,627,222,6.6087,416500,"<1H OCEAN",5
"18145",-122.04,37.35,28,3250,485,1328,473,7.4729,431600,"<1H OCEAN",5
"18147",-122.03,37.35,16,1156,198,455,216,7.2779,292900,"<1H OCEAN",5
"18150",-122.03,37.34,17,1165,278,598,287,4.0129,342400,"<1H OCEAN",3
"18153",-122.05,37.37,35,1365,256,662,262,5.6533,291400,"<1H OCEAN",4
"18157",-122.06,37.36,35,2693,493,1343,455,6.0777,327500,"<1H OCEAN",5
"18167",-122.02,37.35,18,1221,255,507,271,5.3679,228400,"<1H OCEAN",4
"18171",-122.02,37.36,25,2074,387,1273,383,4.7609,378000,"<1H OCEAN",4
"18182",-122.03,37.37,41,2123,425,1032,435,4.6957,284800,"<1H OCEAN",4
"18197",-122.01,37.39,36,1976,361,1348,371,5.6447,252600,"<1H OCEAN",4
"18214",-122.06,37.38,21,1798,399,837,410,5.6999,470000,"NEAR BAY",4
"18220",-122.07,37.41,26,1184,225,815,218,5.7657,322300,"NEAR BAY",4
"18221",-122.07,37.4,15,2940,910,943,711,4.359,192200,"NEAR BAY",3
"18226",-122.1,37.41,33,6277,1274,3025,1211,5.4721,343300,"NEAR BAY",4
"18227",-122.09,37.41,8,1480,414,856,445,2.8203,284100,"NEAR BAY",2
"18228",-122.09,37.41,14,753,193,421,153,4.2463,266700,"NEAR BAY",3
"18231",-122.09,37.4,17,748,184,412,180,3.4375,290600,"NEAR BAY",3
"18248",-122.07,37.39,30,1695,480,932,447,3.5045,352500,"NEAR BAY",3
"18259",-122.08,37.38,36,857,156,448,168,5.0086,366700,"NEAR BAY",4
"18272",-122.09,37.36,37,1550,238,805,250,5.0222,500001,"NEAR BAY",4
"18276",-122.07,37.34,33,1208,198,495,216,5.4659,500001,"<1H OCEAN",4
"18279",-122.07,37.35,35,1579,210,570,196,8.5888,500001,"<1H OCEAN",5
"18280",-122.08,37.35,35,1347,207,548,189,7.7068,500001,"NEAR BAY",5
"18292",-122.12,37.37,18,1617,231,555,222,8.9021,500001,"NEAR BAY",5
"18296",-122.12,37.4,31,2356,405,921,358,7.0245,500001,"NEAR BAY",5
"18299",-122.12,37.4,32,3514,473,1583,480,10.3894,500001,"NEAR BAY",5
"18300",-122.13,37.4,29,6027,1195,2687,1171,5.1335,461200,"NEAR BAY",4
"18303",-122.14,37.42,46,206,44,134,51,4.15,265000,"NEAR BAY",3
"18304",-122.13,37.42,36,3982,1045,2251,995,3.5364,314100,"NEAR BAY",3
"18309",-122.11,37.41,35,2712,428,1084,425,7.1382,443800,"NEAR BAY",5
"18332",-122.15,37.45,52,568,91,219,75,6.1575,500001,"NEAR BAY",5
"18337",-122.15,37.44,52,2063,320,774,309,7.2543,500001,"NEAR BAY",5
"18340",-122.14,37.44,52,3117,468,1114,421,6.6756,500001,"NEAR BAY",5
"18341",-122.14,37.43,52,1944,308,696,293,8.2664,500001,"NEAR BAY",5
"18360",-122.09,37.35,37,1795,285,791,261,7.5794,500001,"NEAR BAY",5
"18363",-122.15,37.35,23,3814,485,1344,464,12.9792,500001,"NEAR BAY",5
"18364",-122.11,37.31,7,189,26,84,29,13.8093,500001,"<1H OCEAN",5
"18365",-122.12,37.29,11,436,70,212,75,8.6196,500001,"<1H OCEAN",5
"18372",-121.88,37.24,24,4420,996,2981,975,3.506,226400,"<1H OCEAN",3
"18377",-121.89,37.21,14,5636,697,2281,680,8.4262,459200,"<1H OCEAN",5
"18383",-121.83,37.23,7,5389,903,2232,825,6.6659,500001,"<1H OCEAN",5
"18393",-121.87,37.27,25,1730,226,721,243,7.5845,279300,"<1H OCEAN",5
"18396",-121.86,37.27,17,4393,709,2292,692,5.6876,246500,"<1H OCEAN",4
"18404",-121.84,37.24,24,7991,1286,4017,1213,5.4741,238800,"<1H OCEAN",4
"18416",-121.84,37.27,17,2795,482,1904,506,5.0186,250800,"<1H OCEAN",4
"18418",-121.84,37.27,16,2429,387,1293,363,5.5,253200,"<1H OCEAN",4
"18425",-121.81,37.25,12,2070,587,1216,532,4.1926,244500,"<1H OCEAN",3
"18431",-121.87,37.26,24,2383,343,1146,341,5.6223,265700,"<1H OCEAN",4
"18432",-121.85,37.26,16,1982,280,1030,297,6.4339,289200,"<1H OCEAN",5
"18439",-121.85,37.25,20,3773,624,1965,607,5.4939,241200,"<1H OCEAN",4
"18447",-121.82,37.23,23,4487,584,2024,580,7.5218,291500,"<1H OCEAN",5
"18449",-121.81,37.23,16,1674,281,850,254,5.3157,253300,"<1H OCEAN",4
"18455",-121.78,37.23,18,1747,317,1055,285,5.898,229100,"<1H OCEAN",4
"18457",-121.79,37.23,17,2281,359,1226,394,5.4193,259500,"<1H OCEAN",4
"18461",-121.8,37.26,16,1868,285,995,284,5.9053,260500,"<1H OCEAN",4
"18462",-121.76,37.26,17,250,52,141,51,4.6458,500001,"<1H OCEAN",4
"18463",-121.77,37.24,12,10236,1878,5674,1816,4.747,261100,"<1H OCEAN",4
"18464",-121.7,37.2,15,531,154,469,155,4.65,385700,"<1H OCEAN",4
"18469",-121.61,37.15,16,5498,729,2051,694,7.8601,416300,"<1H OCEAN",5
"18472",-121.64,37.14,14,5487,1024,2823,979,4.175,229800,"<1H OCEAN",3
"18473",-121.63,37.12,17,1830,398,1110,388,2.4821,248200,"<1H OCEAN",2
"18479",-121.63,37.1,14,5034,797,2124,790,4.9028,335000,"<1H OCEAN",4
"18482",-121.61,37.06,21,5322,908,3011,895,5.5936,386800,"<1H OCEAN",4
"18494",-121.59,37.02,14,6355,1279,3704,1224,4.4233,228600,"INLAND",3
"18495",-121.57,37.02,17,2889,624,2681,608,2.9417,178000,"INLAND",2
"18498",-121.54,36.99,27,2361,449,1782,397,3.2614,305000,"INLAND",3
"18499",-121.51,37.02,19,2372,394,1142,365,4.0238,374600,"INLAND",3
"18500",-121.74,37.35,34,440,90,217,93,5.2327,500001,"<1H OCEAN",4
"18503",-121.37,37.06,25,474,92,300,104,3.8062,340900,"INLAND",3
"18505",-121.96,37.13,26,50,5,17,4,15.0001,4e+05,"<1H OCEAN",5
"18508",-122.01,36.99,29,227,45,112,41,6.4469,271400,"NEAR OCEAN",5
"18512",-122,36.98,43,1636,324,792,325,3.5562,239200,"NEAR OCEAN",3
"18514",-122.01,36.98,47,1250,249,607,234,4.0417,265300,"NEAR OCEAN",3
"18515",-122.02,36.99,30,2156,487,1023,458,2.7875,245000,"NEAR OCEAN",2
"18524",-122.06,36.98,15,3385,669,1571,615,4.2254,320900,"NEAR OCEAN",3
"18526",-122.04,36.97,45,1302,245,621,258,5.1806,266400,"NEAR OCEAN",4
"18527",-122.04,36.97,52,1901,335,955,301,3.8259,253100,"NEAR OCEAN",3
"18529",-122.04,36.96,44,1294,269,645,259,3.2437,223900,"NEAR OCEAN",3
"18534",-122.02,36.97,29,2568,747,1743,659,1.9286,195300,"NEAR OCEAN",2
"18539",-122.01,36.98,27,2820,730,1511,745,2.589,242400,"NEAR OCEAN",2
"18540",-122,36.97,30,1029,242,753,249,3.1205,240500,"NEAR OCEAN",3
"18547",-122.03,36.96,18,2677,785,1391,656,2.5067,232600,"NEAR OCEAN",2
"18556",-122.03,36.96,32,2182,406,1122,370,3.52,284200,"NEAR OCEAN",3
"18572",-121.76,36.92,46,947,257,1120,264,3.4125,160700,"<1H OCEAN",3
"18575",-121.75,36.91,42,1368,468,2312,484,2.5599,151400,"<1H OCEAN",2
"18576",-121.77,36.91,8,2715,750,2580,718,2.8348,162000,"<1H OCEAN",2
"18578",-121.77,36.93,20,2587,547,1534,540,2.4375,190400,"<1H OCEAN",2
"18580",-121.77,36.93,33,1406,317,1075,301,3.2813,190000,"<1H OCEAN",3
"18584",-121.78,36.92,19,1515,253,975,266,4.3906,241200,"<1H OCEAN",3
"18589",-122.25,37.08,20,1201,282,601,234,2.5556,177500,"NEAR OCEAN",2
"18596",-122.12,37.09,36,1397,289,661,243,4.125,239600,"NEAR OCEAN",3
"18597",-122.09,37.07,33,3581,734,1780,663,4.3429,214300,"NEAR OCEAN",3
"18600",-122.12,37.12,51,2419,485,1078,435,2.7933,206900,"NEAR OCEAN",2
"18605",-122.11,37.11,46,1993,404,850,327,5.208,206800,"NEAR OCEAN",4
"18609",-122,37.12,17,4413,672,1674,608,6.9772,383300,"<1H OCEAN",5
"18614",-122.05,37.05,41,2422,502,915,366,4.1679,201300,"NEAR OCEAN",3
"18615",-122.07,37.06,31,1634,370,939,332,3.8625,232300,"NEAR OCEAN",3
"18617",-122.08,37.03,36,4682,899,2143,832,4.5096,203700,"NEAR OCEAN",4
"18619",-122.03,37.03,21,4650,733,2014,704,5.6233,322000,"NEAR OCEAN",4
"18623",-122.02,37.09,35,1818,368,682,254,4.8611,240000,"NEAR OCEAN",4
"18642",-121.99,36.99,16,1592,369,1039,351,3.6364,207000,"NEAR OCEAN",3
"18646",-121.98,36.96,20,3495,818,2186,772,3.1167,258300,"NEAR OCEAN",3
"18647",-121.99,36.97,15,3044,786,1306,693,2.1771,213200,"NEAR OCEAN",2
"18659",-121.94,36.98,24,3010,562,1360,504,4.2006,290700,"NEAR OCEAN",3
"18668",-121.86,37,16,8638,1392,3706,1251,5.503,351800,"<1H OCEAN",4
"18676",-121.88,36.96,18,6355,1100,2304,972,6.0281,321100,"NEAR OCEAN",5
"18685",-121.82,36.95,16,2599,430,1417,445,4.6611,349300,"<1H OCEAN",4
"18691",-121.75,36.95,27,1580,303,1066,306,4.7071,202700,"<1H OCEAN",4
"18702",-122.35,40.57,22,589,97,338,107,3.2639,87500,"INLAND",3
"18703",-122.34,40.57,24,1610,307,748,307,2.6591,82800,"INLAND",2
"18712",-122.42,40.59,24,5045,972,2220,979,2.6792,138900,"INLAND",2
"18717",-122.4,40.62,9,4794,889,2162,865,3.1439,103100,"INLAND",3
"18721",-122.37,40.6,7,5178,1336,2557,1283,2.4079,111400,"INLAND",2
"18733",-122.41,40.53,28,1127,245,538,208,2.037,72000,"INLAND",2
"18744",-122.33,40.57,16,2777,503,1432,500,2.5592,75900,"INLAND",2
"18747",-122.34,40.51,16,2247,502,1206,463,1.9946,119200,"INLAND",2
"18750",-122.28,40.5,21,2405,476,1197,412,2.6488,83100,"INLAND",2
"18758",-122.38,40.67,10,2281,444,1274,438,2.212,65600,"INLAND",2
"18759",-122.36,40.66,17,2786,559,1528,517,2.0119,75800,"INLAND",2
"18769",-122.24,40.51,23,2216,378,1006,338,4.559,116800,"INLAND",4
"18775",-122.31,40.47,26,2723,551,1326,547,2.3594,66000,"INLAND",2
"18782",-122.29,40.39,17,1682,332,887,316,1.8438,76400,"INLAND",2
"18783",-122.33,40.48,26,695,126,319,124,3.2788,101600,"INLAND",3
"18788",-122.43,40.47,16,3552,704,1801,658,2.1496,97700,"INLAND",2
"18794",-122.66,40.52,13,3013,486,1361,515,4.5357,171200,"INLAND",4
"18797",-122.31,40.89,18,754,161,247,107,2.2583,78800,"INLAND",2
"18804",-122.06,40.55,17,3057,577,1497,556,3.5189,101000,"INLAND",3
"18807",-121.55,40.48,14,2413,524,805,329,2.7857,77400,"INLAND",2
"18810",-121.65,40.88,15,2909,549,1537,522,3.0179,61300,"INLAND",3
"18813",-121.41,40.82,16,2668,516,915,362,2.3393,90300,"INLAND",2
"18815",-121.45,41.04,33,2029,378,936,343,2.67,77500,"INLAND",2
"18819",-120.24,39.67,40,690,129,305,110,2.3625,62500,"INLAND",2
"18825",-121.93,41.86,28,4225,835,1908,686,1.74,44000,"INLAND",2
"18826",-122.33,41.86,19,3599,695,1572,601,2.234,58600,"INLAND",2
"18833",-122.92,41.7,23,4017,792,1634,619,2.3571,62000,"INLAND",2
"18834",-122.56,41.69,21,2010,360,947,306,2.4107,70100,"INLAND",2
"18835",-122.61,41.74,15,4206,922,1863,869,2.0591,55700,"INLAND",2
"18840",-122.73,41.76,19,2200,414,950,367,2.5357,94200,"INLAND",2
"18842",-122.56,41.53,29,1729,355,848,328,2.2024,60900,"INLAND",2
"18846",-122.38,41.54,14,4453,797,1817,685,2.7468,81100,"INLAND",2
"18849",-122.37,41.41,28,1729,419,929,370,1.27,53100,"INLAND",1
"18850",-122.39,41.41,23,910,199,370,169,1.7448,80100,"INLAND",2
"18855",-122.45,41.28,15,2740,503,1188,445,3.4519,128800,"INLAND",3
"18858",-122.27,41.2,52,4513,985,1926,815,1.5923,56000,"INLAND",2
"18860",-122.09,41.32,52,4019,824,1728,706,2.2462,62900,"INLAND",2
"18868",-122.22,38.1,40,2549,478,1275,494,2.9469,111600,"NEAR BAY",2
"18876",-122.22,38.07,4,15654,2394,7025,2168,5.8171,225200,"NEAR BAY",4
"18877",-122.25,38.09,48,833,188,652,165,2.2417,87900,"NEAR BAY",2
"18889",-122.24,38.11,42,1743,388,889,341,2.3241,99200,"NEAR BAY",2
"18891",-122.23,38.12,49,2715,435,1006,429,4.2308,145800,"NEAR BAY",3
"18901",-122.26,38.11,52,793,216,505,194,1.9667,93800,"NEAR BAY",2
"18902",-122.26,38.11,52,1560,353,670,287,1.7411,98400,"NEAR BAY",2
"18903",-122.26,38.11,52,2573,639,1238,529,2.6708,109700,"NEAR BAY",2
"18908",-122.26,38.14,34,963,159,392,176,4.0156,134700,"NEAR BAY",3
"18909",-122.26,38.15,16,3921,727,2830,680,4.5053,123700,"NEAR BAY",4
"18923",-122.17,38.07,15,2125,278,857,272,6.4599,219700,"NEAR BAY",5
"18929",-122.19,38.09,8,614,118,278,115,6.3735,166300,"NEAR BAY",5
"18931",-122.14,38.07,31,3401,616,1750,602,4.6761,143100,"NEAR BAY",4
"18932",-122.11,38.09,11,673,145,318,137,2.3929,122500,"NEAR BAY",2
"18935",-122.18,38.29,18,1953,265,658,270,8.0113,393000,"NEAR BAY",5
"18939",-122.07,38.26,15,1173,146,450,154,6.0487,197700,"INLAND",5
"18948",-122,38.28,3,7030,1191,3238,1055,4.962,161700,"INLAND",4
"18951",-122.05,38.26,32,1070,199,631,195,2.6827,98900,"INLAND",2
"18953",-122.06,38.25,36,1818,323,953,298,3.3153,99000,"INLAND",3
"18957",-122.04,38.25,38,1214,244,632,254,2.8438,94200,"INLAND",2
"18965",-122.03,38.27,24,3580,735,1959,731,2.7284,118500,"INLAND",2
"18968",-122.03,38.25,35,1940,384,1177,403,3.1389,101100,"INLAND",3
"18972",-122.02,38.26,8,2894,602,1566,572,3.6335,131600,"INLAND",3
"18982",-121.98,38.25,4,2487,440,1545,452,4.9103,140400,"INLAND",4
"18985",-121.99,38.26,18,921,126,368,120,6.0842,261100,"INLAND",5
"18992",-122.01,38.44,12,2344,354,1035,321,4.9773,281200,"INLAND",4
"18994",-122.07,38.41,17,3053,595,1434,557,3.4741,245800,"INLAND",3
"18997",-121.92,38.37,26,2056,413,933,367,2.7051,193800,"INLAND",2
"19000",-121.95,38.35,16,2084,292,1099,292,5.8269,150200,"INLAND",4
"19005",-121.96,38.32,12,5127,998,2749,976,4.0458,130600,"INLAND",3
"19009",-121.99,38.35,45,1778,339,839,319,2.4659,102900,"INLAND",2
"19010",-122,38.35,38,1918,364,745,348,2.5707,126000,"INLAND",2
"19013",-122.01,38.35,18,4486,723,1600,697,3.8651,189700,"INLAND",3
"19025",-121.99,38.34,16,1470,261,748,256,4.0433,132200,"INLAND",3
"19028",-122,38.38,16,2509,366,1043,339,6.0704,173400,"INLAND",5
"19030",-122.01,38.36,28,1967,315,734,291,4.9583,146200,"INLAND",4
"19034",-121.98,38.39,3,9488,1417,4095,1335,5.1781,191900,"INLAND",4
"19035",-121.98,38.37,21,3027,675,2018,642,2.8438,111500,"INLAND",2
"19037",-122,38.37,18,1048,185,469,162,3.625,125000,"INLAND",3
"19038",-121.99,38.36,35,2728,451,1290,452,3.2768,117600,"INLAND",3
"19043",-121.81,38.49,18,4518,827,2230,715,3.9309,178500,"INLAND",3
"19046",-121.82,38.46,10,6331,1181,3419,1110,3.7083,154800,"INLAND",3
"19049",-121.83,38.45,32,2139,440,1154,411,3.2672,107500,"INLAND",3
"19055",-121.69,38.16,46,2292,472,970,431,2.2888,94900,"INLAND",2
"19068",-122.45,38.28,20,3306,503,1374,460,5.7984,297600,"NEAR BAY",4
"19071",-122.52,38.27,18,2405,390,872,367,5.2155,248300,"<1H OCEAN",4
"19077",-122.49,38.29,26,1726,289,672,251,3.8,242100,"<1H OCEAN",3
"19080",-122.49,38.32,17,3308,720,1587,632,3.2727,176000,"<1H OCEAN",3
"19081",-122.48,38.32,31,1701,363,680,324,3.1375,192100,"<1H OCEAN",3
"19084",-122.48,38.32,42,2106,533,1141,445,3.1129,149300,"<1H OCEAN",3
"19095",-122.6,38.24,16,1410,209,741,229,4.725,204500,"<1H OCEAN",4
"19100",-122.62,38.25,33,1453,250,677,237,4.0962,170200,"<1H OCEAN",3
"19114",-122.63,38.22,17,2652,342,1199,350,5.565,267100,"<1H OCEAN",4
"19127",-122.69,38.27,32,2344,434,1066,384,4.0313,285000,"<1H OCEAN",3
"19130",-122.67,38.24,29,2644,464,1372,450,5.0544,261800,"<1H OCEAN",4
"19134",-122.72,38.35,16,3049,609,1675,618,2.4117,162500,"<1H OCEAN",2
"19161",-122.63,38.34,15,2153,345,979,335,5.1966,325400,"<1H OCEAN",4
"19170",-122.7,38.39,16,4922,1211,2557,1088,2.0915,168100,"<1H OCEAN",2
"19177",-122.67,38.43,17,1804,304,750,298,4.5588,196400,"<1H OCEAN",4
"19186",-122.56,38.41,20,1151,211,478,183,5.93,384600,"<1H OCEAN",4
"19198",-122.69,38.45,36,1943,337,711,318,3.9191,183000,"<1H OCEAN",3
"19199",-122.69,38.44,31,1808,315,691,280,3.8583,193200,"<1H OCEAN",3
"19205",-122.71,38.44,52,988,283,475,242,1.3684,258300,"<1H OCEAN",1
"19210",-122.71,38.46,42,1574,376,844,369,2.314,169400,"<1H OCEAN",2
"19211",-122.71,38.46,41,1974,482,965,458,2.905,159300,"<1H OCEAN",2
"19214",-122.71,38.45,48,3118,561,1275,530,3.455,222100,"<1H OCEAN",3
"19215",-122.7,38.45,26,2011,557,855,530,1.125,233300,"<1H OCEAN",1
"19217",-122.68,38.48,15,1575,262,716,259,5.3409,244600,"<1H OCEAN",4
"19221",-122.68,38.46,15,1811,406,718,403,2.3929,141300,"<1H OCEAN",2
"19222",-122.71,38.46,23,3220,603,1299,591,3.9261,213300,"<1H OCEAN",3
"19228",-122.71,38.5,15,5645,830,2324,769,6.6104,330900,"<1H OCEAN",5
"19230",-122.66,38.48,16,2724,593,1124,586,2.825,186200,"<1H OCEAN",2
"19243",-122.78,38.52,23,2511,549,1052,527,2.4922,192000,"<1H OCEAN",2
"19246",-122.75,38.5,16,4196,638,1713,615,5.449,252100,"<1H OCEAN",4
"19257",-122.76,38.46,14,4742,756,2149,732,4.5152,199200,"<1H OCEAN",4
"19258",-122.76,38.46,14,4794,767,2252,768,4.2061,213100,"<1H OCEAN",3
"19263",-122.73,38.44,20,2919,508,1711,500,3.875,140300,"<1H OCEAN",3
"19264",-122.72,38.44,48,707,166,458,172,3.1797,140400,"<1H OCEAN",3
"19267",-122.72,38.44,52,188,62,301,72,0.9437,129200,"<1H OCEAN",1
"19268",-122.74,38.44,17,2287,497,1240,493,3.5845,164300,"<1H OCEAN",3
"19272",-122.82,38.44,23,1551,236,555,243,4.6792,304700,"<1H OCEAN",4
"19279",-122.72,38.43,31,2020,476,1408,437,2.5735,131100,"<1H OCEAN",2
"19282",-122.73,38.42,26,1446,296,884,295,4.3523,150000,"<1H OCEAN",3
"19289",-122.75,38.41,17,3150,588,1857,610,3.9688,165000,"<1H OCEAN",3
"19290",-122.82,38.41,32,701,182,489,168,2.785,169300,"<1H OCEAN",2
"19292",-122.86,38.42,38,1166,223,584,225,3.6667,244400,"<1H OCEAN",3
"19295",-122.84,38.4,15,3080,617,1446,599,3.6696,194400,"<1H OCEAN",3
"19303",-122.82,38.39,32,1437,257,752,245,4.7422,240900,"<1H OCEAN",4
"19304",-122.82,38.38,27,2565,479,1227,467,4.5132,259900,"<1H OCEAN",4
"19305",-122.76,38.35,30,2260,374,958,359,5.0323,222400,"<1H OCEAN",4
"19306",-122.87,38.39,34,1138,205,541,180,4.5147,271400,"<1H OCEAN",4
"19309",-122.88,38.34,20,3404,628,1641,585,5.0574,276200,"<1H OCEAN",4
"19314",-122.89,38.42,28,2388,437,1015,381,5.1512,268300,"<1H OCEAN",4
"19317",-122.89,38.4,22,2900,538,1445,515,4.511,296800,"<1H OCEAN",4
"19322",-123.02,38.54,35,2157,487,768,322,3.2315,136900,"<1H OCEAN",3
"19328",-122.91,38.49,37,2469,519,1137,474,3.6343,146500,"<1H OCEAN",3
"19348",-122.82,38.61,41,2720,501,987,364,4.0294,201700,"<1H OCEAN",3
"19356",-122.7,38.66,43,1384,284,582,224,3.9063,210000,"<1H OCEAN",3
"19361",-123.01,38.79,32,2697,529,1417,535,3.2546,134100,"<1H OCEAN",3
"19363",-123.49,38.7,9,5409,1019,594,327,3.3125,295400,"NEAR OCEAN",3
"19372",-120.84,37.92,27,471,84,195,72,3.3333,208300,"INLAND",3
"19374",-120.9,37.81,27,4213,750,2142,746,3.7031,173300,"INLAND",3
"19376",-120.86,37.73,27,508,93,263,81,3.1136,183300,"INLAND",3
"19389",-120.87,37.76,16,2022,413,1126,408,2.5655,116400,"INLAND",2
"19391",-120.85,37.78,15,3553,659,1684,611,3.3169,131200,"INLAND",3
"19397",-120.83,37.76,21,435,96,219,83,2.9125,112500,"INLAND",2
"19399",-120.93,37.74,37,1956,402,1265,397,2.3023,91900,"INLAND",2
"19400",-120.94,37.74,35,1166,268,515,266,2.3469,90200,"INLAND",2
"19401",-120.95,37.74,18,3453,666,1958,601,3.0043,156500,"INLAND",3
"19407",-120.97,37.69,14,5514,909,2819,970,3.8598,174400,"INLAND",3
"19411",-120.94,37.7,25,1005,159,390,139,4.4,174100,"INLAND",3
"19431",-121.06,37.66,6,3655,598,1993,596,4.6053,150100,"INLAND",4
"19432",-121.05,37.65,5,3096,545,1760,519,4.5701,146400,"INLAND",4
"19441",-121,37.68,29,2911,445,1170,460,4.9904,158100,"INLAND",4
"19444",-121.04,37.68,18,5129,1171,3622,1128,2.0272,92700,"INLAND",2
"19446",-121.02,37.69,19,3814,790,2219,804,3.5208,145000,"INLAND",3
"19456",-120.95,37.66,16,4478,647,1990,672,5.1473,188400,"INLAND",4
"19461",-120.98,37.69,18,3176,468,1296,471,5.5684,185100,"INLAND",4
"19462",-120.99,37.69,25,2773,384,1060,381,6.4788,199400,"INLAND",5
"19468",-120.97,37.68,9,1114,172,529,174,4.7159,163700,"INLAND",4
"19474",-120.98,37.68,18,4197,1006,2203,874,2.166,118600,"INLAND",2
"19479",-120.97,37.66,19,1974,393,799,377,3.1286,137500,"INLAND",3
"19483",-120.98,37.66,33,1959,342,984,356,4.5208,114200,"INLAND",4
"19484",-120.98,37.66,40,3012,616,1423,595,2.6346,100600,"INLAND",2
"19486",-120.98,37.66,10,934,NA,401,255,0.9336,127100,"INLAND",1
"19500",-121.02,37.67,32,3951,797,1916,740,2.6722,111500,"INLAND",2
"19505",-121.02,37.65,20,2973,620,1996,570,3.0645,106000,"INLAND",3
"19510",-121.02,37.64,42,1437,307,1035,284,2.1036,88300,"INLAND",2
"19512",-121.02,37.62,30,1721,399,1878,382,2.5363,83900,"INLAND",2
"19523",-121,37.65,17,484,202,198,204,0.6825,187500,"INLAND",1
"19525",-121,37.64,19,121,41,658,41,0.9573,162500,"INLAND",1
"19526",-121,37.64,52,530,177,325,158,1.1875,90600,"INLAND",1
"19532",-120.98,37.64,40,1791,359,679,322,2.1458,130300,"INLAND",2
"19539",-120.95,37.65,14,5200,1119,3221,1102,2.6964,107000,"INLAND",2
"19543",-120.92,37.63,39,45,8,22,9,1.7679,450000,"INLAND",2
"19545",-120.98,37.64,39,2617,659,2052,642,1.6952,65000,"INLAND",2
"19550",-121.01,37.62,35,568,150,622,145,1.8167,79500,"INLAND",2
"19556",-121.01,37.61,5,3655,696,2316,647,3.4703,129300,"INLAND",3
"19557",-121,37.61,36,2647,604,2045,550,2.273,62900,"INLAND",2
"19558",-121,37.6,22,4412,925,3116,817,2.6899,82100,"INLAND",2
"19565",-120.94,37.61,13,3309,603,1796,555,3.8372,129300,"INLAND",3
"19567",-120.96,37.61,23,3497,887,2467,816,1.9444,93400,"INLAND",2
"19569",-120.95,37.6,35,1493,278,729,268,2.9821,97400,"INLAND",2
"19579",-120.86,37.69,5,6660,1217,3012,1087,3.0809,143600,"INLAND",3
"19580",-120.87,37.64,40,1010,155,488,157,3.8984,170500,"INLAND",3
